Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,CustomerAge,CustomerGender
576329,23581,JUMBO BAG PAISLEY PARK,1,11/14/2011 15:22,4.13,,United Kingdom,34.0,Female
570466,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,10/10/2011 16:03,0.55,16791.0,United Kingdom,44.0,Male
571716,22718,CARD CAT AND TREE ,2,10/18/2011 17:05,0.83,,United Kingdom,23.0,Male
567170,22553,PLASTERS IN TIN SKULLS,1,9/18/2011 12:40,1.65,13566.0,United Kingdom,39.0,
567851,23202,JUMBO BAG VINTAGE LEAF,10,9/22/2011 13:20,1.95,15067.0,United Kingdom,46.0,Female
576379,22945,CHRISTMAS METAL TAGS ASSORTED ,12,11/15/2011 9:21,0.85,16423.0,United Kingdom,49.0,
566221,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,2,9/9/2011 16:13,1.63,,United Kingdom,42.0,Male
553937,23203,JUMBO BAG DOILEY PATTERNS,3,5/20/2011 10:33,2.08,14056.0,United Kingdom,59.0,Male
572758,22382,LUNCH BAG SPACEBOY DESIGN ,2,10/25/2011 18:39,4.13,,United Kingdom,43.0,Female
561466,84836,ZINC METAL HEART DECORATION,12,7/27/2011 12:50,1.25,17243.0,United Kingdom,66.0,
554835,21394,RED POLKADOT BEAKER ,48,5/26/2011 16:11,0.39,15241.0,United Kingdom,49.0,Female
546950,22629,SPACEBOY LUNCH BOX ,2,3/18/2011 11:24,1.95,16511.0,United Kingdom,70.0,Female
571905,84879,ASSORTED COLOUR BIRD ORNAMENT,24,10/19/2011 14:51,1.69,12370.0,Cyprus,29.0,Male
579196,22737,RIBBON REEL CHRISTMAS PRESENT ,2,11/28/2011 15:54,3.29,14096.0,United Kingdom,57.0,Male
544667,23000,TRAVEL CARD WALLET TRANSPORT,24,2/22/2011 15:09,0.42,17511.0,United Kingdom,64.0,Female
572553,47593B,SCOTTIE DOGS BABY BIB,2,10/24/2011 17:09,0.83,,United Kingdom,46.0,Male
576051,23293,SET OF 12 FAIRY CAKE BAKING CASES,16,11/13/2011 14:45,0.83,14911.0,EIRE,57.0,Male
551218,22482,BLUE TEA TOWEL CLASSIC DESIGN,12,4/27/2011 11:41,1.25,18077.0,United Kingdom,38.0,Female
562046,22728,ALARM CLOCK BAKELIKE PINK,4,8/2/2011 10:34,3.75,12378.0,Switzerland,55.0,Female
574034,22449,SILK PURSE BABUSHKA PINK,1,11/2/2011 12:45,3.35,17841.0,United Kingdom,65.0,Female
576618,22984,CARD GINGHAM ROSE ,1,11/15/2011 17:00,0.83,,United Kingdom,26.0,Female
576645,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,11/16/2011 10:14,1.25,16245.0,United Kingdom,47.0,Male
573585,23265,SET OF 3 WOODEN TREE DECORATIONS,8,10/31/2011 14:41,2.46,,United Kingdom,15.0,
568567,22561,WOODEN SCHOOL COLOURING SET,2,9/27/2011 18:41,3.29,,United Kingdom,40.0,Male
540095,22293,HANGING CHICK GREEN DECORATION,4,1/4/2011 15:40,1.45,14553.0,United Kingdom,65.0,Male
568167,22750,FELTCRAFT PRINCESS LOLA DOLL,4,9/25/2011 12:45,3.75,15706.0,United Kingdom,47.0,Female
574837,22588,CARD HOLDER GINGHAM HEART,6,11/7/2011 11:33,2.89,15785.0,United Kingdom,57.0,Male
538361,22671,FRENCH LAUNDRY SIGN BLUE METAL,1,12/10/2010 16:36,1.65,17757.0,United Kingdom,28.0,Male
550835,82580,BATHROOM METAL SIGN,6,4/21/2011 10:52,0.55,15034.0,United Kingdom,,Female
573808,21754,HOME BUILDING BLOCK WORD,3,11/1/2011 11:29,6.25,14419.0,United Kingdom,23.0,
574676,23265,SET OF 3 WOODEN TREE DECORATIONS,3,11/6/2011 12:32,1.25,16243.0,United Kingdom,24.0,Male
571046,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,10/13/2011 13:35,5.95,18096.0,United Kingdom,17.0,Male
560290,21943,CAKES AND RABBITS DESIGN FLANNEL ,1,7/18/2011 10:17,1.63,,United Kingdom,47.0,Female
540351,22605,WOODEN CROQUET GARDEN SET,1,1/6/2011 14:26,14.95,12735.0,France,20.0,Female
556243,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,6/9/2011 16:07,5.79,,United Kingdom,53.0,Female
573286,22080,RIBBON REEL POLKADOTS ,5,10/28/2011 14:38,1.65,,Switzerland,21.0,Male
573553,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,10/31/2011 13:48,4.13,,United Kingdom,33.0,Female
576787,22505,MEMO BOARD COTTAGE DESIGN,4,11/16/2011 13:54,4.95,13815.0,Germany,36.0,Male
571284,22625,RED KITCHEN SCALES,1,10/16/2011 14:07,8.5,14562.0,United Kingdom,65.0,Male
545515,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,3/3/2011 12:06,2.95,12727.0,France,42.0,Male
576644,22094,RED RETROSPOT TISSUE BOX,1,11/16/2011 10:01,2.46,,United Kingdom,53.0,Female
560038,22627,MINT KITCHEN SCALES,4,7/14/2011 14:08,8.5,12709.0,Germany,,Male
571654,21238,RED RETROSPOT CUP,1,10/18/2011 12:17,0.85,18118.0,United Kingdom,19.0,Male
538071,22423,REGENCY CAKESTAND 3 TIER,4,12/9/2010 14:09,12.72,,United Kingdom,24.0,Female
569139,22423,REGENCY CAKESTAND 3 TIER,2,9/30/2011 14:55,12.75,16404.0,United Kingdom,34.0,Male
578270,22620,4 TRADITIONAL SPINNING TOPS,1,11/23/2011 13:39,2.46,14096.0,United Kingdom,36.0,Male
561050,21993,FLORAL FOLK STATIONERY SET,12,7/24/2011 13:06,1.25,16558.0,United Kingdom,44.0,Male
569224,23298,SPOTTY BUNTING,2,10/2/2011 14:00,4.95,15701.0,United Kingdom,19.0,Male
573588,22138,BAKING SET 9 PIECE RETROSPOT ,3,10/31/2011 15:01,4.95,12588.0,Finland,25.0,Female
578289,21793,CLASSIC FRENCH STYLE BASKET BROWN,1,11/23/2011 14:07,3.95,17841.0,United Kingdom,,Female
571190,23196,VINTAGE LEAF MAGNETIC NOTEPAD,1,10/14/2011 11:43,1.45,17771.0,United Kingdom,56.0,Female
573585,21616,4 PEAR BOTANICAL DINNER CANDLES,1,10/31/2011 14:41,3.29,,United Kingdom,,
565847,23133,LARGE IVORY HEART WALL ORGANISER,1,9/7/2011 12:44,16.63,,United Kingdom,29.0,Male
549295,21066,VINTAGE RED MUG,1,4/7/2011 19:49,2.46,,United Kingdom,21.0,Female
573377,23571,TRADITIONAL NAUGHTS & CROSSES,6,10/30/2011 13:51,1.65,14653.0,United Kingdom,42.0,Male
539259,21704,BAG 250g SWIRLY MARBLES,12,12/16/2010 14:32,0.85,13050.0,United Kingdom,16.0,
574826,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,11/7/2011 10:58,2.95,15870.0,United Kingdom,27.0,Female
557645,21084,SET/6 COLLAGE PAPER CUPS,1,6/21/2011 17:08,0.83,,United Kingdom,24.0,Female
556187,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,6/9/2011 11:49,2.55,15296.0,United Kingdom,32.0,Female
567076,84341B,SMALL PINK MAGIC CHRISTMAS TREE,36,9/16/2011 12:27,0.38,15505.0,United Kingdom,54.0,Female
553002,23191,BUNDLE OF 3 RETRO NOTE BOOKS,2,5/12/2011 15:26,1.65,13263.0,United Kingdom,69.0,Male
553159,23051,RECYCLED ACAPULCO MAT BLUE,2,5/13/2011 15:25,8.25,14194.0,United Kingdom,47.0,Female
555948,22088,PAPER BUNTING COLOURED LACE,6,6/8/2011 10:49,2.95,13752.0,United Kingdom,15.0,Female
544893,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,24,2/24/2011 12:01,1.25,17865.0,United Kingdom,37.0,
578255,23480,MINI LIGHTS WOODLAND MUSHROOMS,3,11/23/2011 12:58,3.75,14675.0,United Kingdom,70.0,Female
564753,22191,IVORY DINER WALL CLOCK,2,8/30/2011 10:20,8.5,13709.0,United Kingdom,43.0,Female
537242,21314,SMALL GLASS HEART TRINKET POT,8,12/6/2010 10:19,2.1,14748.0,United Kingdom,44.0,Female
577429,23263,SET OF 3 WOODEN HEART DECORATIONS,12,11/20/2011 11:06,1.25,14881.0,United Kingdom,,Female
550458,22379,RECYCLING BAG RETROSPOT ,8,4/18/2011 13:13,4.13,,United Kingdom,18.0,Female
565434,21212,PACK OF 72 RETROSPOT CAKE CASES,3,9/4/2011 13:35,0.55,12867.0,United Kingdom,15.0,Male
580115,23500,KEY RING BASEBALL BOOT ASSORTED ,26,12/1/2011 16:22,2.46,,United Kingdom,44.0,Female
575176,20828,GLITTER BUTTERFLY CLIPS,2,11/8/2011 18:29,4.96,,United Kingdom,,Female
564144,84926F,PSYCHEDELIC TILE COASTER,24,8/23/2011 11:53,0.29,13939.0,United Kingdom,23.0,Male
564725,21801,CHRISTMAS TREE DECORATION WITH BELL,1,8/28/2011 12:28,0.42,18041.0,United Kingdom,,Female
566420,46776B,WOVEN BERRIES CUSHION COVER ,2,9/12/2011 13:50,4.95,16360.0,United Kingdom,62.0,
556108,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,2,6/8/2011 17:59,2.46,,United Kingdom,15.0,Male
579458,22178,VICTORIAN GLASS HANGING T-LIGHT,2,11/29/2011 14:38,1.95,16549.0,United Kingdom,22.0,Male
559923,85176,SEWING SUSAN 21 NEEDLE SET,3,7/13/2011 16:07,0.79,,United Kingdom,15.0,Male
568208,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12,9/25/2011 15:35,0.85,12783.0,Portugal,59.0,Male
565207,20728,LUNCH BAG CARS BLUE,1,9/1/2011 16:46,1.65,16764.0,United Kingdom,54.0,Male
565927,23026,DRAWER KNOB VINTAGE GLASS STAR,6,9/8/2011 10:08,2.08,,EIRE,51.0,Male
553175,21987,PACK OF 6 SKULL PAPER CUPS,1,5/15/2011 11:17,0.65,,United Kingdom,18.0,Female
576622,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,11/15/2011 17:11,3.29,14217.0,United Kingdom,49.0,Male
570127,84992,72 SWEETHEART FAIRY CAKE CASES,24,10/7/2011 13:17,0.55,16900.0,United Kingdom,15.0,Male
569374,23175,REGENCY MILK JUG PINK ,1,10/3/2011 16:14,7.46,,United Kingdom,45.0,Male
581149,71053,WHITE MOROCCAN METAL LANTERN,1,12/7/2011 14:12,3.75,15471.0,United Kingdom,64.0,Female
578688,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,11/25/2011 9:27,6.95,16719.0,United Kingdom,,Female
561898,23250,VINTAGE RED TRIM ENAMEL BOWL ,12,7/31/2011 15:25,1.25,12456.0,Switzerland,,Male
581421,23202,JUMBO BAG VINTAGE LEAF,19,12/8/2011 15:23,2.08,15898.0,United Kingdom,29.0,Female
547921,20728,LUNCH BAG CARS BLUE,10,3/28/2011 13:28,1.65,14766.0,United Kingdom,20.0,
536623,22432,WATERING CAN PINK BUNNY,6,12/2/2010 10:39,1.95,15601.0,United Kingdom,24.0,Female
542891,22191,IVORY DINER WALL CLOCK,2,2/1/2011 13:26,8.5,16705.0,United Kingdom,42.0,Male
568907,22728,ALARM CLOCK BAKELIKE PINK,8,9/29/2011 13:35,3.75,15370.0,United Kingdom,34.0,Female
558105,22730,ALARM CLOCK BAKELIKE IVORY,3,6/26/2011 14:54,3.75,15644.0,United Kingdom,58.0,Male
564438,21931,JUMBO STORAGE BAG SUKI,20,8/25/2011 12:11,2.08,16628.0,United Kingdom,61.0,Female
571123,20726,LUNCH BAG WOODLAND,10,10/14/2011 9:35,1.65,14856.0,United Kingdom,,Female
575491,20676,RED RETROSPOT BOWL,12,11/9/2011 17:47,1.25,15531.0,United Kingdom,,Male
552267,22768,FAMILY PHOTO FRAME CORNICE,1,5/8/2011 11:49,9.95,15038.0,United Kingdom,35.0,Male
543973,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1,2/14/2011 15:15,3.75,17571.0,United Kingdom,52.0,Male
566266,20761,BLUE PAISLEY SKETCHBOOK,1,9/11/2011 13:22,3.75,17299.0,United Kingdom,36.0,Male
565445,72232,FENG SHUI PILLAR CANDLE,36,9/4/2011 14:50,0.19,13548.0,United Kingdom,65.0,Female
573814,20726,LUNCH BAG WOODLAND,5,11/1/2011 11:31,1.65,13268.0,United Kingdom,66.0,Female
561534,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,7/28/2011 9:45,1.25,14307.0,United Kingdom,32.0,Female
536592,21249,WOODLAND  HEIGHT CHART STICKERS ,1,12/1/2010 17:06,5.91,,United Kingdom,22.0,Female
570229,22195,LARGE HEART MEASURING SPOONS,2,10/9/2011 13:30,1.65,15756.0,United Kingdom,28.0,Female
577600,23254,CHILDRENS CUTLERY DOLLY GIRL ,8,11/21/2011 8:28,4.15,14447.0,United Kingdom,,Male
568100,23225,CHERUB HEART DECORATION SILVER ,12,9/23/2011 15:20,0.83,15475.0,United Kingdom,33.0,Male
561743,84879,ASSORTED COLOUR BIRD ORNAMENT,24,7/29/2011 12:16,1.69,13089.0,United Kingdom,17.0,
573633,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,10/31/2011 15:48,8.29,,United Kingdom,41.0,Male
548813,M,Manual,1,4/4/2011 13:03,1252.95,12744.0,Singapore,53.0,
558120,20618,QUEEN OF THE SKIES PASSPORT COVER ,1,6/27/2011 9:12,4.13,,United Kingdom,20.0,Male
539595,22196,SMALL HEART MEASURING SPOONS,2,12/20/2010 13:43,1.66,,United Kingdom,21.0,Female
577818,21790,VINTAGE SNAP CARDS,24,11/22/2011 9:18,0.85,13456.0,United Kingdom,66.0,Female
565116,23356,LOVE HOT WATER BOTTLE,24,9/1/2011 11:30,4.95,13089.0,United Kingdom,36.0,Male
571713,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,10/18/2011 16:58,5.79,,United Kingdom,68.0,Male
546652,21116,OWL DOORSTOP,1,3/15/2011 14:18,8.29,,United Kingdom,29.0,
545515,22027,TEA PARTY BIRTHDAY CARD,12,3/3/2011 12:06,0.42,12727.0,France,52.0,
574863,22632,HAND WARMER RED RETROSPOT,3,11/7/2011 12:29,2.1,15719.0,United Kingdom,,Male
579741,85032A,ROMANTIC IMAGES GIFT WRAP SET,1,11/30/2011 14:33,0.65,16910.0,United Kingdom,57.0,
563026,22383,LUNCH BAG SUKI DESIGN ,2,8/11/2011 14:04,1.65,15747.0,United Kingdom,70.0,Male
553505,22799,SWEETHEART WIRE FRUIT BOWL,2,5/17/2011 13:27,8.5,12949.0,United Kingdom,24.0,Male
551566,47566,PARTY BUNTING,50,5/3/2011 11:11,4.15,13113.0,United Kingdom,61.0,Male
538810,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,12/14/2010 12:18,1.65,14871.0,United Kingdom,60.0,Female
554981,20727,LUNCH BAG  BLACK SKULL.,10,5/29/2011 12:06,1.65,17613.0,United Kingdom,20.0,Male
537666,21328,BALLOONS  WRITING SET ,1,12/7/2010 18:36,3.36,,United Kingdom,16.0,Female
571280,20727,LUNCH BAG  BLACK SKULL.,10,10/16/2011 13:08,1.65,18122.0,United Kingdom,63.0,Male
566726,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,9/14/2011 13:12,7.95,15021.0,United Kingdom,,Female
557057,47593B,SCOTTIE DOGS BABY BIB,96,6/16/2011 14:46,0.39,16843.0,United Kingdom,49.0,Male
568657,21866,UNION JACK FLAG LUGGAGE TAG,1,9/28/2011 12:22,1.25,16460.0,United Kingdom,,Female
546911,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,18,3/17/2011 19:47,3.81,17725.0,United Kingdom,27.0,Female
537781,22383,LUNCH BAG SUKI  DESIGN ,1,12/8/2010 12:46,1.65,17341.0,United Kingdom,69.0,Female
546990,48129,DOORMAT TOPIARY,2,3/18/2011 12:59,7.95,14315.0,United Kingdom,51.0,Male
551174,22364,GLASS JAR DIGESTIVE BISCUITS,1,4/26/2011 17:02,5.79,,United Kingdom,28.0,Female
575212,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,11/9/2011 10:41,1.25,14108.0,United Kingdom,24.0,Male
579777,23211,RED ROCKING HORSE HAND PAINTED,3,11/30/2011 15:13,2.46,,United Kingdom,52.0,Male
559984,22331,WOODLAND PARTY BAG + STICKER SET,6,7/14/2011 11:45,1.65,16657.0,United Kingdom,56.0,Male
552655,22644,CERAMIC CHERRY CAKE MONEY BANK,2,5/10/2011 14:22,1.45,14587.0,United Kingdom,59.0,Female
572669,21165,BEWARE OF THE CAT METAL SIGN ,1,10/25/2011 13:10,1.69,16549.0,United Kingdom,,Female
537199,22818,CARD CHRISTMAS VILLAGE,12,12/5/2010 14:06,0.42,15894.0,United Kingdom,68.0,
580996,22313,OFFICE MUG WARMER PINK,1,12/6/2011 17:18,1.25,14578.0,United Kingdom,27.0,Male
545568,22855,FINE WICKER HEART ,1,3/3/2011 16:22,2.46,,United Kingdom,31.0,Male
564483,21987,PACK OF 6 SKULL PAPER CUPS,12,8/25/2011 13:46,0.65,14050.0,United Kingdom,50.0,Female
562947,22624,IVORY KITCHEN SCALES,24,8/11/2011 9:45,7.65,15987.0,United Kingdom,56.0,Male
549360,22697,GREEN REGENCY TEACUP AND SAUCER,6,4/8/2011 11:23,2.95,17035.0,United Kingdom,,Male
543055,22215,CAKE STAND WHITE TWO TIER LACE,2,2/3/2011 10:41,8.5,12502.0,Spain,,Male
542605,22149,FELTCRAFT 6 FLOWER FRIENDS,2,1/30/2011 12:42,2.1,17796.0,United Kingdom,59.0,Male
567185,22866,HAND WARMER SCOTTY DOG DESIGN,2,9/18/2011 15:55,2.1,16370.0,United Kingdom,53.0,Female
544062,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,24,2/15/2011 13:19,1.25,15311.0,United Kingdom,,Female
559506,84356,POMPOM CURTAIN,1,7/8/2011 15:17,5.79,,United Kingdom,29.0,Female
556082,22358,KINGS CHOICE TEA CADDY ,1,6/8/2011 15:22,5.79,,United Kingdom,48.0,Male
556803,22383,LUNCH BAG SUKI DESIGN ,4,6/14/2011 14:57,4.96,,United Kingdom,17.0,
573993,23511,EMBROIDERED RIBBON REEL EMILY ,6,11/2/2011 11:23,2.08,16790.0,United Kingdom,36.0,Male
553035,23091,ZINC HERB GARDEN CONTAINER,4,5/12/2011 20:13,6.25,17337.0,United Kingdom,16.0,Male
573373,23366,SET 12 COLOURING PENCILS DOILY,2,10/30/2011 13:37,0.65,14684.0,United Kingdom,15.0,Male
579694,23199,JUMBO BAG APPLES,9,11/30/2011 14:11,4.13,,United Kingdom,33.0,Male
545682,22999,TRAVEL CARD WALLET RETRO PETALS,1,3/6/2011 11:39,0.42,14701.0,United Kingdom,54.0,
556786,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,48,6/14/2011 13:18,0.55,13408.0,United Kingdom,56.0,Female
578065,21174,POTTERING IN THE SHED METAL SIGN,2,11/22/2011 15:41,4.13,,United Kingdom,,Female
565727,20961,STRAWBERRY BATH SPONGE ,10,9/6/2011 11:58,1.25,13158.0,United Kingdom,21.0,Female
542151,21889,WOODEN BOX OF DOMINOES,12,1/26/2011 10:30,1.25,13491.0,United Kingdom,,Male
578548,22595,GINGHAM HEART DECORATION,3,11/24/2011 15:02,0.85,17345.0,United Kingdom,70.0,Female
536592,22197,SMALL POPCORN HOLDER,34,12/1/2010 17:06,1.66,,United Kingdom,60.0,Female
550785,37413,ICON MUG REVOLUTIONARY,6,4/20/2011 14:02,0.39,15517.0,United Kingdom,25.0,Female
570851,23388,WOODLAND MINI BACKPACK,16,10/12/2011 14:46,4.15,12583.0,France,,Female
548309,21724,PANDA AND BUNNIES STICKER SHEET,2,3/30/2011 12:02,0.85,16657.0,United Kingdom,64.0,Male
552231,22747,POPPY'S PLAYHOUSE BATHROOM,3,5/6/2011 15:47,2.1,17364.0,United Kingdom,,Female
560427,84629,,-2,7/18/2011 15:16,0.0,,United Kingdom,47.0,
539491,22333,RETROSPOT PARTY BAG + STICKER SET,2,12/20/2010 10:09,1.65,14646.0,Netherlands,21.0,Female
568350,22512,DOORSTOP RACING CAR DESIGN,4,9/26/2011 15:35,3.75,12612.0,Germany,53.0,Male
555631,22443,GROW YOUR OWN HERBS SET OF 3,1,6/6/2011 12:06,7.95,18118.0,United Kingdom,16.0,Male
542397,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,1/27/2011 15:22,1.65,13328.0,United Kingdom,60.0,Female
565199,21623,VINTAGE UNION JACK MEMOBOARD,4,9/1/2011 16:30,9.95,18171.0,United Kingdom,20.0,
546096,22630,DOLLY GIRL LUNCH BOX,12,3/9/2011 11:59,1.95,15502.0,United Kingdom,38.0,Male
567514,23320,GIANT 50'S CHRISTMAS CRACKER,1,9/20/2011 15:10,2.89,16928.0,United Kingdom,63.0,Male
576329,23209,LUNCH BAG VINTAGE DOILY ,1,11/14/2011 15:22,4.13,,United Kingdom,43.0,
569486,23126,FELTCRAFT GIRL AMELIE KIT,2,10/4/2011 12:51,4.95,15339.0,United Kingdom,26.0,Female
577773,21098,CHRISTMAS TOILET ROLL,2,11/21/2011 15:57,1.25,16712.0,United Kingdom,37.0,Male
580146,22383,LUNCH BAG SUKI DESIGN ,1,12/2/2011 10:07,4.96,,United Kingdom,53.0,Male
554066,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,5/22/2011 10:40,2.08,12916.0,United Kingdom,20.0,
555275,DOT,DOTCOM POSTAGE,1,6/1/2011 17:18,205.29,,United Kingdom,27.0,Female
537126,21212,PACK OF 72 RETROSPOT CAKE CASES,2,12/5/2010 12:13,0.55,18118.0,United Kingdom,49.0,Male
562420,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,8/4/2011 16:38,16.63,,United Kingdom,64.0,Male
562619,15056BL,EDWARDIAN PARASOL BLACK,3,8/8/2011 12:34,5.95,15311.0,United Kingdom,20.0,Female
541104,22447,PIN CUSHION BABUSHKA BLUE,4,1/13/2011 14:29,2.46,,United Kingdom,63.0,Male
559004,23203,JUMBO BAG DOILEY PATTERNS,10,7/5/2011 12:23,2.08,12428.0,Finland,30.0,Female
575654,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,6,11/10/2011 14:28,2.95,15238.0,United Kingdom,,Female
579403,23581,JUMBO BAG PAISLEY PARK,30,11/29/2011 12:15,2.08,14503.0,United Kingdom,25.0,Male
560225,85032C,CURIOUS IMAGES GIFT WRAP SET,1,7/15/2011 16:27,1.63,,United Kingdom,44.0,Female
567043,21181,PLEASE ONE PERSON METAL SIGN,7,9/16/2011 11:27,2.1,13268.0,United Kingdom,,Male
571328,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,4,10/17/2011 11:27,4.15,12473.0,Germany,33.0,Female
571312,22992,REVOLVER WOODEN RULER ,12,10/17/2011 10:42,1.95,12474.0,Germany,32.0,Male
572912,22778,GLASS CLOCHE SMALL,1,10/26/2011 16:07,3.95,16915.0,United Kingdom,,Male
564310,23199,JUMBO BAG APPLES,300,8/24/2011 12:51,1.79,15769.0,United Kingdom,29.0,
566484,23374,RED SPOT PAPER GIFT BAG,20,9/13/2011 9:48,0.82,13880.0,United Kingdom,,Male
572653,85049C,ROMANTIC PINKS RIBBONS ,2,10/25/2011 12:12,1.25,15861.0,United Kingdom,64.0,Male
555835,22427,ENAMEL FLOWER JUG CREAM,1,6/7/2011 12:34,5.95,14525.0,United Kingdom,43.0,Male
568938,23503,PLAYING CARDS KEEP CALM & CARRY ON,1,9/29/2011 14:46,1.25,17220.0,United Kingdom,55.0,Female
557518,47593B,SCOTTIE DOGS BABY BIB,1,6/20/2011 17:14,0.39,15280.0,United Kingdom,48.0,Female
562733,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,8/9/2011 10:20,1.25,14626.0,United Kingdom,59.0,Male
576840,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,11/16/2011 15:23,2.46,,United Kingdom,53.0,Female
C569655,23309,SET OF 60 I LOVE LONDON CAKE CASES ,-1,10/5/2011 12:58,0.55,14534.0,United Kingdom,59.0,
549742,22808,SET OF 6 T-LIGHTS EASTER CHICKS,6,4/12/2011 10:01,2.95,12910.0,United Kingdom,61.0,Female
547967,35915C,PEACH KNITTED HEN ,1,3/28/2011 15:49,0.83,,United Kingdom,32.0,Female
562210,84050,PINK HEART SHAPE EGG FRYING PAN,6,8/3/2011 13:10,1.65,13486.0,United Kingdom,,Female
578065,22919,HERB MARKER MINT,1,11/22/2011 15:41,1.63,,United Kingdom,16.0,Male
543530,22583,PACK OF 6 HANDBAG GIFT BOXES,1,2/9/2011 12:46,4.96,,United Kingdom,62.0,Male
538129,84497,,79,12/9/2010 15:55,0.0,,United Kingdom,61.0,Male
579155,85061W,WHITE JEWELLED HEART DECORATION,2,11/28/2011 13:37,0.85,18101.0,United Kingdom,58.0,Female
569000,22150,3 STRIPEY MICE FELTCRAFT,6,9/29/2011 17:36,1.95,17015.0,United Kingdom,,Male
540412,22969,HOMEMADE JAM SCENTED CANDLES,12,1/7/2011 10:27,1.45,13842.0,United Kingdom,63.0,Female
558435,22726,ALARM CLOCK BAKELIKE GREEN,4,6/29/2011 12:37,3.75,13078.0,United Kingdom,55.0,
563073,22357,KINGS CHOICE BISCUIT TIN,4,8/11/2011 15:56,4.25,18235.0,United Kingdom,37.0,Female
571676,23334,IVORY WICKER HEART SMALL,1,10/18/2011 13:29,0.63,16910.0,United Kingdom,34.0,Female
544295,22789,T-LIGHT HOLDER SWEETHEART HANGING,8,2/17/2011 12:43,1.65,14298.0,United Kingdom,54.0,Male
569897,21786,POLKADOT RAIN HAT ,5,10/6/2011 16:01,0.42,17813.0,United Kingdom,56.0,Male
556784,23321,SMALL WHITE HEART OF WICKER,4,6/14/2011 13:15,1.69,14461.0,United Kingdom,22.0,Male
578995,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,4,11/27/2011 15:59,0.42,15861.0,United Kingdom,19.0,Male
567612,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,9/21/2011 11:48,2.1,17164.0,United Kingdom,19.0,Male
558765,21145,ANTIQUE GLASS PLACE SETTING,12,7/3/2011 13:12,1.25,17312.0,United Kingdom,37.0,Female
575138,22385,JUMBO BAG SPACEBOY DESIGN,2,11/8/2011 15:24,4.13,,United Kingdom,56.0,Male
C569985,23074,EMBOSSED HEART TRINKET BOX,-6,10/6/2011 19:51,2.08,15365.0,United Kingdom,48.0,Male
569695,21530,DAIRY MAID TOASTRACK,18,10/5/2011 15:35,0.79,16843.0,United Kingdom,39.0,Male
576687,22110,BIRD HOUSE HOT WATER BOTTLE,1,11/16/2011 12:13,2.55,13558.0,United Kingdom,19.0,Male
569900,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,10/6/2011 16:17,2.1,17651.0,United Kingdom,31.0,
570863,22112,CHOCOLATE HOT WATER BOTTLE,6,10/12/2011 15:39,4.95,15144.0,United Kingdom,29.0,Male
542541,22281,EASTER TREE YELLOW BIRDS,1,1/28/2011 14:25,12.46,,United Kingdom,61.0,
564817,22814,CARD PARTY GAMES ,2,8/30/2011 12:02,0.42,,United Kingdom,29.0,Male
577554,22801,ANTIQUE GLASS PEDESTAL BOWL,1,11/20/2011 15:35,3.75,15533.0,United Kingdom,54.0,Male
570488,21232,STRAWBERRY CERAMIC TRINKET BOX,3,10/10/2011 17:12,2.46,14096.0,United Kingdom,,Female
559814,21239,PINK  POLKADOT CUP,8,7/12/2011 15:49,0.85,15544.0,United Kingdom,,Female
571203,21213,PACK OF 72 SKULL CAKE CASES,24,10/14/2011 12:33,0.55,17677.0,United Kingdom,17.0,Female
537237,21484,CHICK GREY HOT WATER BOTTLE,1,12/6/2010 9:58,7.62,,United Kingdom,57.0,Female
